release_date,movie,genres,vote_count,num_votes,vote_average,popularity,average_rating,domestic_box_office,production_budget,rio_percentage,opening_weekend_box_office,multiplier,max_theatre_count,distributor,primary_name,primary_profession
2016-04-28,the joneses,"comedy,drama",1,87,6.0,0.6,6.9,1475746,10000000,14,507082,2.9,217,Roadside …,Chris Tyrrell,"writer,producer,director"
2010-01-21,extraordinary measures,drama,153,15673,6.3,6.3,6.5,12482741,31000000,40,6012594,2.1,2549,CBS Films,Robert Nelson Jacobs,"writer,soundtrack,miscellaneous"
2010-12-10,the tempest,"comedy,drama,fantasy",52,7073,5.8,6.3,5.4,277943,20000000,1,42436,6.5,21,Miramax,William Shakespeare,"writer,soundtrack,miscellaneous"
2010-05-23,you will meet a tall dark stranger,"comedy,drama,romance",431,41608,5.8,6.2,6.3,3247816,15000000,21,160103,20.3,402,Sony Pict…,Woody Allen,"writer,director,actor"
2010-06-30,love ranch,"biography,comedy,drama",28,2742,6.1,6.2,5.6,137885,25000000,0,44220,3.1,11,No Distributor,Mark Jacobson,"writer,producer"
2010-07-01,the perfect host,"comedy,crime,thriller",217,23378,6.3,6.1,6.8,48764,1000000,4,7505,6.5,10,Magnolia …,Nick Tomnay,"director,editor,writer"
2010-01-22,please give,"comedy,drama",81,10652,6.3,5.9,6.6,4033574,3000000,134,118123,34.1,272,Sony Pict…,Nicole Holofcener,"director,writer,actress"
2010-06-03,high school,comedy,68,7060,5.8,5.8,5.8,139034,10000000,1,82832,1.7,200,Anchor Ba…,Stephen Susco,"writer,producer,director"
2010-10-01,freakonomics,documentary,57,6466,6.6,5.7,6.4,101270,2900000,3,31893,3.2,20,Magnolia …,Peter Bull,"producer,writer,director"
2010-03-12,our family wedding,"comedy,romance",57,6417,5.5,5.0,4.9,20255281,14000000,144,7629862,2.7,1609,Fox Searc…,Wayne Conley,"producer,writer"
2010-09-10,the virginity hit,comedy,35,3696,4.6,4.8,4.6,636706,2000000,31,301885,2.1,700,Sony Pict…,Andrew Gurland,"producer,writer,director"
2010-04-09,letters to god,"drama,family",71,4443,6.9,4.2,6.3,2848587,3000000,94,1101204,2.6,897,Vivendi E…,Art D'Alessandro,"writer,producer,actor"
2010-07-13,middle of nowhere,drama,35,1406,5.9,4.0,6.4,236806,200000,118,67909,3.5,24,AFFRM,Ava DuVernay,"miscellaneous,writer,producer"
2012-01-20,middle of nowhere,drama,11,1406,6.5,1.6,6.4,236806,200000,118,67909,3.5,24,AFFRM,Ava DuVernay,"miscellaneous,writer,producer"
2010-11-05,for colored girls,drama,33,6728,6.8,2.9,6.1,37729698,21000000,179,19497324,1.9,2127,Lionsgate,Ntozake Shange,"writer,actress,miscellaneous"
2010-09-11,circle,"horror,thriller",6,610,3.8,2.6,3.4,10024,2000000,0,3326,3.0,2,Indican P…,Brad Tiemann,"producer,director,writer"
2015-05-28,circle,"horror,thriller",797,610,6.0,7.8,3.4,10024,2000000,0,3326,3.0,2,Indican P…,Brad Tiemann,"producer,director,writer"
2010-01-01,8 the mormon proposition,documentary,11,1190,6.2,2.2,7.0,100280,2500000,4,42566,2.4,16,Red Flag …,Reed Cowan,"producer,director,writer"
2010-04-01,pixels,"action,comedy,sci-fi",35,119789,7.1,2.2,5.6,78765986,90000000,87,24011616,3.3,3723,Sony Pict…,Timothy Dowling,"actor,writer,miscellaneous"
2015-07-24,pixels,"action,comedy,sci-fi",4423,119789,5.6,23.0,5.6,78765986,90000000,87,24011616,3.3,3723,Sony Pict…,Timothy Dowling,"actor,writer,miscellaneous"
2011-03-25,the 5th quarter,"biography,drama,sport",15,1379,4.7,2.1,5.7,408159,6000000,6,202342,2.0,123,Rocky Mou…,Rick Bieber,"producer,director,writer"
2010-01-24,3 backyards,drama,6,611,4.3,2.1,5.0,39475,300000,13,11332,3.5,2,Screen Me…,Eric Mendelsohn,"writer,costume_department,producer"
2010-09-07,sparkle,"drama,music",7,5643,7.0,1.7,5.7,24397469,10000000,243,11643342,2.1,2244,Sony Pict…,Joel Schumacher,"director,writer,producer"
2012-08-17,sparkle,"drama,music",53,5643,5.9,4.4,5.7,24397469,10000000,243,11643342,2.1,2244,Sony Pict…,Joel Schumacher,"director,writer,producer"
2010-02-01,blood done sign my name,drama,5,494,6.0,1.3,6.6,109383,10000000,1,82739,1.3,95,Paladin,Jeb Stuart,"writer,producer,director"
2010-04-08,the gift,documentary,7,46,6.6,1.3,7.6,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Dave Hagen,"editor,animation_department,producer"
2010-04-08,the gift,"animation,drama",7,7,6.6,1.3,5.9,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Ari Mark,"producer,miscellaneous,director"
2010-01-01,the gift,documentary,1,46,9.0,0.6,7.6,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Dave Hagen,"editor,animation_department,producer"
2010-01-01,the gift,"animation,drama",1,7,9.0,0.6,5.9,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Ari Mark,"producer,miscellaneous,director"
2014-07-26,the gift,documentary,6,46,5.8,0.6,7.6,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Dave Hagen,"editor,animation_department,producer"
2014-07-26,the gift,"animation,drama",6,7,5.8,0.6,5.9,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Ari Mark,"producer,miscellaneous,director"
2015-08-07,the gift,documentary,1797,46,6.7,12.1,7.6,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Dave Hagen,"editor,animation_department,producer"
2015-08-07,the gift,"animation,drama",1797,7,6.7,12.1,5.9,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Ari Mark,"producer,miscellaneous,director"
2015-06-19,the gift,documentary,1,46,9.0,0.6,7.6,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Dave Hagen,"editor,animation_department,producer"
2015-06-19,the gift,"animation,drama",1,7,9.0,0.6,5.9,43787265,5000000,875,11854273,3.7,2503,STX Enter…,Ari Mark,"producer,miscellaneous,director"
2010-07-16,standing ovation,musical,12,658,4.3,1.2,3.3,531806,5600000,9,343125,1.5,625,Rocky Mou…,Stewart Raffill,"director,miscellaneous,writer"
2010-10-15,n-secure,"crime,drama,thriller",6,587,4.8,1.1,3.6,2595644,1600000,162,1166406,2.2,486,Freestyle…,Julius Lewis,"writer,producer"
2010-09-10,logan,"comedy,drama,family",4,252,6.1,1.0,6.2,226277068,127000000,178,88411916,2.6,4071,20th Cent…,Kyle Lawrence,"camera_department,producer,miscellaneous"
2010-09-10,logan,"comedy,drama,family",4,252,6.1,1.0,6.2,7137,127000000,0,7137,1.0,1,Real Bean…,Kyle Lawrence,"camera_department,producer,miscellaneous"
2017-03-03,logan,"comedy,drama,family",12330,252,7.8,45.0,6.2,226277068,127000000,178,88411916,2.6,4071,20th Cent…,Kyle Lawrence,"camera_department,producer,miscellaneous"
2017-03-03,logan,"comedy,drama,family",12330,252,7.8,45.0,6.2,7137,127000000,0,7137,1.0,1,Real Bean…,Kyle Lawrence,"camera_department,producer,miscellaneous"
2010-02-01,get out,"horror,mystery,thriller",8,400474,5.5,0.8,7.7,175837935,5000000,3516,33377060,5.3,3143,Universal,Jordan Peele,"actor,writer,producer"
2017-02-24,get out,"horror,mystery,thriller",8760,400474,7.5,24.7,7.7,175837935,5000000,3516,33377060,5.3,3143,Universal,Jordan Peele,"actor,writer,producer"
2010-07-06,i want your money,documentary,5,1244,4.2,0.7,5.1,433588,400000,108,249428,1.7,537,Freestyle…,Evan Sayet,"actor,writer,producer"
2010-09-10,resident evil afterlife,"action,adventure,horror",2119,153270,5.9,0.7,5.9,60128566,57500000,104,26650264,2.3,3209,Sony Pict…,Paul W.S. Anderson,"writer,producer,director"
2010-04-20,the raven,"crime,mystery,thriller",5,79578,5.9,0.6,6.4,16008272,26000000,61,7289642,2.2,2209,Relativity,Ben Livingston,"actor,writer,art_department"
2012-04-27,the raven,"crime,mystery,thriller",681,79578,6.3,8.6,6.4,16008272,26000000,61,7289642,2.2,2209,Relativity,Ben Livingston,"actor,writer,art_department"
2010-02-09,heist,action,1,5,5.0,0.6,6.4,50136,8900000,0,28688,1.7,24,Lionsgate,K.W. Jones,"writer,director,cinematographer"
2015-11-13,heist,action,498,5,5.8,7.6,6.4,50136,8900000,0,28688,1.7,24,Lionsgate,K.W. Jones,"writer,director,cinematographer"
2010-01-19,brave,"adventure,animation,comedy",1,338728,5.0,0.6,7.1,237282182,185000000,128,66323594,3.6,4164,Walt Disney,Mark Andrews,"art_department,writer,miscellaneous"
2012-06-22,brave,"adventure,animation,comedy",8116,338728,6.9,18.9,7.1,237282182,185000000,128,66323594,3.6,4164,Walt Disney,Mark Andrews,"art_department,writer,miscellaneous"
2010-02-09,the lazarus effect,"horror,mystery,sci-fi",3,37675,4.8,0.6,5.2,25801570,5000000,516,10203437,2.5,2666,Lionsgate,Luke Dawson,"writer,actor,producer"
2015-02-27,the lazarus effect,"horror,mystery,sci-fi",825,37675,5.1,10.2,5.2,25801570,5000000,516,10203437,2.5,2666,Lionsgate,Luke Dawson,"writer,actor,producer"
2010-10-29,the awakening,"horror,thriller",3,141,4.0,0.6,2.4,95933,4900000,1,95933,1.0,70,Cohen Med…,Vince Rotonda,"producer,miscellaneous,production_manager"
2011-08-17,the awakening,"horror,thriller",782,141,6.4,10.7,2.4,95933,4900000,1,95933,1.0,70,Cohen Med…,Vince Rotonda,"producer,miscellaneous,production_manager"
2010-01-01,your highness,"adventure,comedy,fantasy",4,92940,3.0,0.6,5.5,21596445,50000000,43,9360020,2.3,2772,Universal,Ben Best,"writer,actor,producer"
2011-04-08,your highness,"adventure,comedy,fantasy",735,92940,5.3,12.3,5.5,21596445,50000000,43,9360020,2.3,2772,Universal,Ben Best,"writer,actor,producer"
2010-07-06,snatched,thriller,2,142,1.0,0.6,5.5,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Robert Foulkes,"location_management,writer,producer"
2010-07-06,snatched,comedy,2,61,1.0,0.6,5.5,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Alan Donnes,"producer,writer,actor"
2010-07-06,snatched,"comedy,crime,mystery",2,56,1.0,0.6,5.9,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Kirk Bowman,"actor,director,writer"
2011-01-01,snatched,thriller,2,142,3.5,0.7,5.5,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Robert Foulkes,"location_management,writer,producer"
2011-01-01,snatched,comedy,2,61,3.5,0.7,5.5,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Alan Donnes,"producer,writer,actor"
2011-01-01,snatched,"comedy,crime,mystery",2,56,3.5,0.7,5.9,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Kirk Bowman,"actor,director,writer"
2017-05-12,snatched,thriller,495,142,5.3,10.9,5.5,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Robert Foulkes,"location_management,writer,producer"
2017-05-12,snatched,comedy,495,61,5.3,10.9,5.5,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Alan Donnes,"producer,writer,actor"
2017-05-12,snatched,"comedy,crime,mystery",495,56,5.3,10.9,5.9,45852178,42000000,109,19542248,2.3,3511,20th Cent…,Kirk Bowman,"actor,director,writer"
2011-05-06,thor,"action,adventure,fantasy",12764,683264,6.7,38.1,7.0,181030624,150000000,120,65723338,2.8,3963,Paramount…,Jack Kirby,"writer,animation_department,miscellaneous"
2011-05-25,the hangover part ii,"comedy,mystery",6231,432800,6.4,32.3,6.5,254464305,80000000,318,85946294,3.0,3675,Warner Bros.,Scot Armstrong,"producer,writer,director"
2011-05-20,pirates of the caribbean on stranger tides,"action,adventure,fantasy",8571,447624,6.4,30.6,6.6,241071802,410600000,58,90151958,2.7,4164,Walt Disney,Stuart Beattie,"writer,director,producer"
2011-07-22,captain america the first avenger,"action,adventure,sci-fi",12810,668137,6.9,25.8,6.9,176654505,140000000,126,65058524,2.7,3715,Paramount…,Jack Kirby,"writer,animation_department,miscellaneous"
2011-06-16,cars 2,"adventure,animation,comedy",4058,138914,5.9,23.5,6.2,191450875,200000000,95,66135507,2.9,4115,Walt Disney,John Lasseter,"producer,writer,director"
2011-08-04,rise of the planet of the apes,"action,drama,sci-fi",7259,473020,7.2,23.0,7.6,176760185,93000000,190,54806191,3.2,3691,20th Cent…,Pierre Boulle,writer
2011-02-11,just go with it,"comedy,romance",2958,200932,6.4,19.6,6.4,103028109,80000000,128,30514732,3.4,3548,Sony Pict…,Timothy Dowling,"actor,writer,miscellaneous"
2011-03-08,limitless,"mystery,sci-fi,thriller",6295,492490,7.1,19.5,7.4,79249455,27000000,293,18907302,4.2,2838,Relativity,Leslie Dixon,"producer,writer"
2011-10-28,in time,"action,crime,drama",6245,346077,6.8,18.9,6.7,37553932,35000000,107,12050368,3.1,3127,20th Cent…,Andrew Niccol,"writer,director,producer"
2011-12-10,ghost rider spirit of vengeance,"action,fantasy,thriller",2039,103608,4.8,18.7,4.3,51774002,57000000,90,22115334,2.3,3174,Sony Pict…,David S. Goyer,"writer,producer,director"
2011-12-16,sherlock holmes a game of shadows,"action,adventure,crime",6380,394189,7.1,18.3,7.5,186848418,125000000,149,39637079,4.7,3703,Warner Bros.,Arthur Conan Doyle,"writer,producer,actor"
2011-12-14,the girl with the dragon tattoo,"crime,drama,mystery",3971,387580,7.3,17.8,7.8,102515793,90000000,113,12768604,8.0,2950,Sony Pict…,Steven Zaillian,"writer,producer,director"
2011-09-23,abduction,"action,mystery,thriller",1791,72552,5.8,17.7,5.1,28087155,35000000,80,10925253,2.6,3118,Lionsgate,Shawn Christensen,"writer,soundtrack,actor"
2011-05-25,kung fu panda 2,"action,adventure,animation",3628,228465,6.7,17.4,7.2,165249063,150000000,110,47656302,3.5,3952,Paramount…,Jonathan Aibel,"producer,writer,miscellaneous"
2011-06-17,green lantern,"action,adventure,sci-fi",4290,252281,5.1,17.3,5.5,116601172,200000000,58,53174303,2.2,3816,Warner Bros.,Greg Berlanti,"producer,writer,director"
2011-08-19,conan the barbarian,"action,adventure,fantasy",1024,90834,5.2,17.0,5.2,21295021,90000000,23,10021215,2.1,3015,Lionsgate,Thomas Dean Donnelly,writer
2011-07-29,the smurfs,"adventure,animation,comedy",2112,77577,5.6,16.5,5.5,142614158,110000000,129,35611637,4.0,3427,Sony Pict…,Peyo,"writer,director,music_department"
2011-04-01,insidious,"horror,mystery,thriller",3582,254197,6.9,16.2,6.9,54009150,1500000,3600,13271464,4.1,2419,FilmDistrict,Leigh Whannell,"actor,writer,producer"
2011-04-11,scream 4,"horror,mystery",1610,118779,6.2,16.1,6.2,38180928,40000000,95,18692090,2.0,3314,Weinstein…,Kevin Williamson,"writer,producer,actor"
2011-02-18,big mommas like father like son,"action,comedy,crime",623,23520,5.5,16.0,4.4,37915414,32000000,118,16300803,2.3,2821,20th Cent…,Darryl Quarles,"producer,writer,director"
2011-09-16,drive,"crime,drama",6737,521495,7.5,15.9,7.8,35060689,15000000,233,11340461,3.1,2904,FilmDistrict,Hossein Amini,"writer,producer,director"
2011-10-21,johnny english reborn,"action,adventure,comedy",1810,110824,6.1,15.5,6.3,8406711,45000000,18,3833300,2.2,1554,Universal,William Davies,"writer,producer,miscellaneous"
2011-09-09,warrior,"drama,sport",2189,403755,7.8,15.5,8.2,13657115,25000000,54,5242107,2.6,1883,Lionsgate,Cliff Dorfman,"writer,actor,producer"
2011-09-22,moneyball,"biography,drama,sport",2255,326657,7.1,15.4,7.6,75605492,50000000,151,19501302,3.9,3018,Sony Pict…,Steven Zaillian,"writer,producer,director"
2012-04-12,the cabin in the woods,horror,4185,338445,6.5,15.3,7.0,42073277,30000000,140,14743614,2.9,3572,Lionsgate,Joss Whedon,"writer,producer,director"
2011-05-13,priest,"action,adventure,fantasy",1157,108320,5.5,15.3,5.7,29136626,60000000,48,14953664,1.9,2864,Sony Pict…,Cory Goodman,"writer,producer"
2011-03-17,paul,"adventure,comedy,sci-fi",3017,220567,6.5,15.2,7.0,37412945,40000000,93,13043310,2.9,2806,Universal,Nick Frost,"actor,producer,writer"
2011-10-06,real steel,"action,drama,family",4566,283534,6.8,14.8,7.1,85463309,110000000,77,27319677,3.1,3440,Walt Disney,John Gatins,"actor,writer,producer"
2011-11-11,immortals,"action,drama,fantasy",1431,152992,5.8,14.8,6.0,83504017,75000000,111,32206425,2.6,3120,Relativity,Charley Parlapanides,"writer,producer,miscellaneous"
2011-04-01,hop,"adventure,animation,comedy",611,28893,5.6,14.7,5.4,108085305,63000000,171,37543710,2.9,3616,Universal,Ken Daurio,"writer,director,producer"
2011-04-15,rio,"adventure,animation,comedy",3730,191621,6.6,14.7,6.9,143619809,90000000,159,39225962,3.7,3842,20th Cent…,Sam Harper,"writer,producer,director"
2011-01-13,the green hornet,"action,comedy,crime",1897,148622,5.5,14.5,5.8,98780042,110000000,89,33526876,2.9,3584,Sony Pict…,Seth Rogen,"actor,writer,producer"
2011-03-03,rango,"adventure,animation,comedy",3412,215761,6.6,14.5,7.2,123477607,135000000,91,38079323,3.2,3923,Paramount…,James Ward Byrkit,"director,writer,art_department"
2011-03-25,sucker punch,"action,adventure,fantasy",2716,218371,6.0,14.4,6.1,36392502,75000000,48,19058199,1.9,3033,Warner Bros.,Steve Shibuya,"camera_department,writer,special_effects"
2011-06-09,super 8,"mystery,sci-fi,thriller",3934,320575,6.7,14.4,7.0,127004179,50000000,254,35451168,3.6,3424,Paramount…,J.J. Abrams,"producer,writer,music_department"
2011-01-28,the mechanic,"action,crime,thriller",1676,141254,6.3,14.4,6.6,29121498,42500000,68,11422006,2.5,2704,CBS Films,Lewis John Carlino,"writer,director,miscellaneous"
2011-01-21,no strings attached,"comedy,romance",2612,197663,6.2,14.2,6.2,70662220,25000000,282,19652921,3.6,3050,Paramount…,Michael Samonek,"writer,director,composer"
2011-02-24,drive angry,"action,fantasy,thriller",959,90203,5.3,14.1,5.4,10721033,50000000,21,5187625,2.1,2290,Summit En…,Todd Farmer,"writer,actor"
2011-07-08,horrible bosses,"comedy,crime",3842,398695,6.5,14.1,6.9,117538559,35000000,335,28302165,4.2,3134,Warner Bros.,Michael Markowitz,"producer,writer,miscellaneous"
2011-07-21,friends with benefits,"comedy,romance",4637,317338,6.6,14.0,6.6,55802754,35000000,159,18622150,3.0,2926,Sony Pict…,Will Gluck,"producer,writer,miscellaneous"
2011-03-04,the adjustment bureau,"romance,sci-fi,thriller",2615,227616,6.6,13.7,7.1,62495645,50200000,124,21157730,3.0,2847,Universal,Philip K. Dick,writer
2011-06-19,bad teacher,"comedy,romance",2894,181189,5.5,13.5,5.7,100292856,19000000,527,31603106,3.2,3049,Sony Pict…,Lee Eisenberg,"producer,writer,miscellaneous"
2011-04-01,source code,"action,drama,sci-fi",4529,452036,7.2,13.5,7.5,54712227,32000000,170,14812094,3.7,2971,Summit En…,Ben Ripley,"writer,producer"
2011-08-12,final destination 5,horror,1701,98061,6.0,13.4,5.9,42587643,40000000,106,18031396,2.4,3155,Warner Bros.,Jeffrey Reddick,"writer,producer,actor"
2011-07-29,crazy stupid love,"comedy,drama,romance",4585,436830,7.2,13.3,7.4,84351197,50000000,168,19104303,4.4,3020,Warner Bros.,Dan Fogelman,"writer,producer,miscellaneous"
2011-05-20,midnight in paris,"comedy,fantasy,romance",3965,356500,7.5,13.2,7.7,56816662,30000000,189,599003,94.9,1038,Sony Pict…,Woody Allen,"writer,director,actor"
2011-12-02,shame,drama,1607,171353,7.0,13.2,7.2,4002293,6500000,61,349519,11.5,95,Fox Searc…,Harold Manning,"writer,miscellaneous,director"
2014-06-01,shame,drama,2,171353,6.5,1.4,7.2,4002293,6500000,61,349519,11.5,95,Fox Searc…,Harold Manning,"writer,miscellaneous,director"
2011-11-23,arthur christmas,"adventure,animation,comedy",692,45439,6.7,13.0,7.1,46462469,85000000,54,12068931,3.8,3376,Sony Pict…,Peter Baynham,"writer,actor,producer"
2012-01-27,the grey,"action,adventure,drama",2280,228798,6.5,12.9,6.8,51580136,25000000,206,19665101,2.6,3207,Open Road,Joe Carnahan,"producer,writer,director"
2011-11-23,hugo,"adventure,drama,family",4124,284869,7.1,12.9,7.5,73864507,180000000,41,11364505,6.5,2608,Paramount…,John Logan,"writer,producer,executive"
2011-03-08,battle los angeles,"action,sci-fi",2049,167052,5.6,12.7,5.8,83552429,70000000,119,35573187,2.3,3417,Sony Pict…,Christopher Bertolini,"writer,producer"
2011-08-31,the debt,"drama,thriller",403,61046,6.6,12.7,6.9,31177548,20000000,155,9909499,3.1,1876,Focus Fea…,Assaf Bernstein,"director,assistant_director,producer"
2011-12-16,alvin and the chipmunks chipwrecked,"adventure,animation,comedy",1055,28158,5.5,12.7,4.4,133107389,80000000,166,23244744,5.7,3734,20th Cent…,Jonathan Aibel,"producer,writer,miscellaneous"
2011-08-10,the help,drama,3944,392699,8.1,12.6,8.1,169705587,25000000,678,26044590,6.5,3014,Walt Disney,Tate Taylor,"actor,producer,director"
2011-01-07,season of the witch,"action,adventure,fantasy",1352,85777,5.3,12.5,5.4,24827228,40000000,62,10612375,2.3,2827,Relativity,Bragi F. Schut,"writer,producer,director"
